Transaction_ID,Date,Country,Region,City,Customer_ID,Product_Category,Product_Name,Units_Sold,Unit_Price,Currency,Discount_pct,Total_Sales,Channel,Payment_Method,Returned,Repeat_Customer,Delivery_Time_Days,Gross_Margin_pct,Profit
TXN0000763,15-09-2024,India,Ahmedabad,Ahmedabad,CUST000745,Clothing,Smartphone,7,12217,INR,0,85519,Online,Debit Card,0,0,1,0.052,4446.99
TXN0000764,09-07-2023,India,Chennai,Chennai,CUST001412,Electronics,Sofa,9,10960,INR,0,98640,Wholesale,Credit Card,0,0,11,0.254,25054.56
TXN0000765,29-03-2022,India,Bengaluru,Bengaluru,CUST000453,Beauty,T-shirt,3,26787,INR,20,64288.8,Online,Credit Card,0,0,1,0.335,21536.75
TXN0000766,05-05-2024,India,Lucknow,Lucknow,CUST000465,Toys,Smartphone,8,82750,INR,0,662000,Retail,PayPal,0,0,1,0.095,62890
TXN0000767,18-04-2023,India,Delhi,Delhi,CUST001933,Sports,Tennis Racket,9,95628,INR,20,688521.6,Online,UPI,0,0,6,0.307,211376.13
TXN0000768,21-04-2022,India,Ahmedabad,Ahmedabad,CUST002625,Toys,Tennis Racket,8,38060,INR,25,228360,Retail,Credit Card,0,1,2,0.106,24206.16
TXN0000769,25-02-2023,India,Kolkata,Kolkata,CUST002221,Toys,Laptop,5,17447,INR,0,87235,Wholesale,PayPal,0,0,10,0.176,15353.36
TXN0000770,10-03-2022,India,Hyderabad,Hyderabad,CUST001191,Beauty,Microwave,6,51714,INR,5,294769.8,Online,PayPal,0,0,8,0.343,101106.04
TXN0000771,29-04-2022,India,Jaipur,Jaipur,CUST002647,Furniture,Snacks Pack,9,11485,INR,5,98196.75,Online,PayPal,0,0,9,0.286,28084.27
TXN0000772,18-02-2024,India,Bengaluru,Bengaluru,CUST001897,Toys,Action Figure,2,3486,INR,20,5577.6,Online,Debit Card,0,0,6,0.158,881.26
TXN0000773,04-09-2022,India,Chennai,Chennai,CUST002037,Beauty,Smartphone,9,72515,INR,0,652635,Retail,Debit Card,0,0,11,0.155,101158.42
TXN0000774,10-04-2024,India,Delhi,Delhi,CUST002802,Sports,Headphones,1,2597,INR,15,2207.45,Online,Debit Card,0,1,9,0.147,324.5
TXN0000775,22-01-2022,India,Hyderabad,Hyderabad,CUST001524,Sports,Tennis Racket,6,78675,INR,5,448447.5,Retail,Credit Card,0,1,11,0.159,71303.15
TXN0000776,03-02-2023,India,Jaipur,Jaipur,CUST002997,Sports,Tennis Racket,1,29576,INR,10,26618.4,Retail,Cash,0,0,13,0.343,9130.11
TXN0000777,22-11-2022,India,Delhi,Delhi,CUST001165,Beauty,Laptop,1,68439,INR,5,65017.05,Online,Net Banking,0,0,12,0.152,9882.59
TXN0000778,30-04-2025,India,Kolkata,Kolkata,CUST000897,Furniture,Action Figure,3,11925,INR,0,35775,Online,PayPal,0,1,11,0.184,6582.6
TXN0000779,25-08-2023,India,Lucknow,Lucknow,CUST000610,Clothing,T-shirt,4,66853,INR,10,240670.8,Online,Debit Card,0,0,7,0.114,27436.47
TXN0000780,08-10-2023,India,Mumbai,Mumbai,CUST000157,Beauty,Microwave,4,66161,INR,15,224947.4,Online,UPI,0,0,10,0.242,54437.27
TXN0000781,18-12-2022,India,Chennai,Chennai,CUST000829,Food,Tennis Racket,5,7666,INR,0,38330,Retail,UPI,0,1,3,0.3,11499
TXN0000782,21-03-2024,India,Ahmedabad,Ahmedabad,CUST001375,Clothing,T-shirt,6,98684,INR,5,562498.8,Online,PayPal,0,1,12,0.136,76499.84
TXN0000783,08-02-2023,India,Bengaluru,Bengaluru,CUST000584,Clothing,Perfume,4,87597,INR,0,350388,Retail,PayPal,0,0,9,0.114,39944.23
TXN0000784,29-09-2023,India,Chennai,Chennai,CUST002434,Sports,Smartphone,7,19903,INR,0,139321,Retail,Credit Card,0,1,7,0.185,25774.38
TXN0000785,03-12-2023,India,Delhi,Delhi,CUST001848,Furniture,Sofa,2,60011,INR,0,120022,Wholesale,Credit Card,1,0,5,0.255,30605.61
TXN0000786,19-11-2022,India,Jaipur,Jaipur,CUST000737,Electronics,Headphones,8,34589,INR,15,235205.2,Wholesale,UPI,0,0,13,0.172,40455.29
TXN0000787,17-08-2023,India,Kolkata,Kolkata,CUST001886,Sports,Tennis Racket,4,39389,INR,5,149678.2,Retail,Credit Card,0,1,12,0.094,14069.75
TXN0000788,15-08-2022,India,Bengaluru,Bengaluru,CUST000633,Sports,Tennis Racket,6,18267,INR,10,98641.8,Retail,UPI,0,1,7,0.104,10258.75
TXN0000789,29-06-2022,India,Lucknow,Lucknow,CUST000411,Beauty,Sofa,1,95771,INR,25,71828.25,Online,Net Banking,0,0,13,0.136,9768.64
TXN0000790,27-08-2024,India,Pune,Pune,CUST001497,Beauty,Microwave,2,90712,INR,15,154210.4,Online,Cash,0,1,3,0.3,46263.12
TXN0000791,16-09-2024,India,Mumbai,Mumbai,CUST002470,Electronics,Smartphone,4,78833,INR,0,315332,Retail,Debit Card,0,1,1,0.203,64012.4
TXN0000792,08-08-2024,India,Jaipur,Jaipur,CUST001505,Beauty,Smartphone,9,16567,INR,5,141647.85,Online,Net Banking,0,0,3,0.226,32012.41
TXN0000793,15-04-2024,India,Pune,Pune,CUST000436,Food,T-shirt,1,54413,INR,0,54413,Online,Credit Card,0,0,8,0.11,5985.43
TXN0000794,29-08-2025,India,Mumbai,Mumbai,CUST001360,Electronics,Tennis Racket,1,11632,INR,0,11632,Retail,Net Banking,0,0,4,0.246,2861.47
TXN0000795,26-10-2023,India,Chennai,Chennai,CUST002811,Furniture,Tennis Racket,7,48758,INR,10,307175.4,Online,Cash,0,1,6,0.302,92766.97
TXN0000796,03-06-2022,India,Pune,Pune,CUST000160,Electronics,Snacks Pack,8,8325,INR,10,59940,Online,UPI,0,1,10,0.11,6593.4
TXN0000797,03-01-2024,India,Chennai,Chennai,CUST000472,Clothing,Headphones,7,45000,INR,20,252000,Online,UPI,1,1,5,0.068,17136
TXN0000798,16-03-2024,India,Pune,Pune,CUST002882,Furniture,Laptop,3,69435,INR,0,208305,Online,UPI,0,0,6,0.249,51867.94
TXN0000799,25-11-2024,India,Bengaluru,Bengaluru,CUST002196,Clothing,Headphones,8,19928,INR,20,127539.2,Retail,PayPal,0,1,12,0.295,37624.06
TXN0000800,02-05-2022,India,Chennai,Chennai,CUST000057,Furniture,Headphones,8,53304,INR,15,362467.2,Retail,Credit Card,0,0,1,0.255,92429.14
TXN0000801,01-07-2022,India,Bengaluru,Bengaluru,CUST001511,Electronics,Perfume,5,64547,INR,0,322735,Online,Cash,0,1,2,0.179,57769.56
TXN0000802,01-02-2025,India,Chennai,Chennai,CUST000512,Toys,Sofa,8,47388,INR,30,265372.8,Online,Cash,0,0,9,0.246,65281.71
TXN0000803,10-01-2025,India,Lucknow,Lucknow,CUST002736,Clothing,Snacks Pack,2,20539,INR,0,41078,Online,PayPal,0,0,3,0.349,14336.22
TXN0000804,20-06-2023,India,Bengaluru,Bengaluru,CUST002259,Furniture,Perfume,9,48836,INR,15,373595.4,Retail,Credit Card,0,0,2,0.237,88542.11
TXN0000805,04-12-2022,India,Lucknow,Lucknow,CUST000647,Toys,Sofa,5,70888,INR,5,336718,Online,Debit Card,1,1,5,0.208,70037.34
TXN0000806,13-04-2022,India,Lucknow,Lucknow,CUST002115,Beauty,Headphones,3,3132,INR,20,7516.8,Online,UPI,0,1,10,0.212,1593.56
TXN0000807,11-07-2025,India,Kolkata,Kolkata,CUST002866,Clothing,Laptop,6,38030,INR,10,205362,Retail,Net Banking,0,1,11,0.191,39224.14
TXN0000808,19-08-2022,India,Chennai,Chennai,CUST002812,Food,Action Figure,6,69835,INR,0,419010,Online,Net Banking,1,1,5,0.256,107266.56
TXN0000809,20-04-2025,India,Bengaluru,Bengaluru,CUST002850,Furniture,Headphones,3,13428,INR,0,40284,Online,Net Banking,0,0,6,0.303,12206.05
TXN0000810,19-09-2023,India,Kolkata,Kolkata,CUST000105,Sports,Sofa,7,81084,INR,25,425691,Online,PayPal,0,0,3,0.266,113233.81
TXN0000811,18-02-2024,India,Lucknow,Lucknow,CUST002903,Toys,Headphones,8,97869,INR,0,782952,Online,PayPal,0,1,11,0.118,92388.34
TXN0000812,24-05-2024,India,Jaipur,Jaipur,CUST001387,Sports,Laptop,2,53009,INR,0,106018,Wholesale,Debit Card,0,1,5,0.16,16962.88
TXN0000813,04-06-2025,India,Mumbai,Mumbai,CUST002371,Sports,T-shirt,1,55556,INR,0,55556,Online,PayPal,0,0,5,0.227,12611.21
TXN0000814,29-12-2023,India,Chennai,Chennai,CUST000600,Sports,Microwave,9,91048,INR,10,737488.8,Online,Credit Card,0,0,11,0.348,256646.1
TXN0000815,30-08-2024,India,Pune,Pune,CUST001186,Beauty,Snacks Pack,2,75405,INR,0,150810,Online,Credit Card,0,1,11,0.071,10707.51
TXN0000816,12-05-2024,India,Chennai,Chennai,CUST000627,Beauty,Sofa,8,23538,INR,5,178888.8,Online,UPI,0,1,8,0.107,19141.1
TXN0000817,08-06-2024,India,Ahmedabad,Ahmedabad,CUST001323,Sports,T-shirt,2,22564,INR,0,45128,Online,Debit Card,1,0,5,0.282,12726.1
TXN0000818,03-01-2022,India,Pune,Pune,CUST001548,Sports,Sofa,3,85147,INR,10,229896.9,Online,Net Banking,0,0,11,0.108,24828.87
TXN0000819,15-09-2025,India,Kolkata,Kolkata,CUST000032,Electronics,Headphones,5,27406,INR,0,137030,Online,Credit Card,0,1,1,0.252,34531.56
TXN0000820,06-09-2025,India,Lucknow,Lucknow,CUST001393,Toys,Headphones,2,28341,INR,10,51013.8,Online,Debit Card,0,0,1,0.348,17752.8
TXN0000821,26-06-2024,India,Chennai,Chennai,CUST001378,Sports,Snacks Pack,9,5413,INR,0,48717,Retail,PayPal,0,1,1,0.242,11789.51
TXN0000822,22-04-2025,India,Ahmedabad,Ahmedabad,CUST002647,Sports,Tennis Racket,3,40500,INR,0,121500,Retail,Cash,0,0,9,0.194,23571
TXN0000823,29-06-2022,India,Mumbai,Mumbai,CUST002359,Electronics,Action Figure,7,73896,INR,25,387954,Retail,Debit Card,0,1,7,0.3,116386.2
TXN0000824,05-05-2022,India,Delhi,Delhi,CUST000449,Toys,Laptop,2,59121,INR,0,118242,Retail,UPI,0,1,3,0.282,33344.24
TXN0000825,20-01-2023,India,Kolkata,Kolkata,CUST001809,Sports,Headphones,2,10636,INR,0,21272,Retail,Net Banking,0,0,11,0.263,5594.54
TXN0000826,09-02-2025,India,Lucknow,Lucknow,CUST000359,Sports,Headphones,7,19742,INR,0,138194,Online,Credit Card,0,0,10,0.085,11746.49
TXN0000827,08-10-2023,India,Pune,Pune,CUST002917,Clothing,Laptop,1,26773,INR,5,25434.35,Wholesale,PayPal,0,1,2,0.24,6104.24
TXN0000828,21-07-2022,India,Jaipur,Jaipur,CUST002920,Clothing,Perfume,3,7425,INR,5,21161.25,Retail,Credit Card,0,0,2,0.054,1142.71
TXN0000829,26-10-2023,India,Bengaluru,Bengaluru,CUST002240,Food,Sofa,2,1249,INR,10,2248.2,Retail,PayPal,0,0,6,0.067,150.63
TXN0000830,24-11-2022,India,Kolkata,Kolkata,CUST000476,Beauty,Smartphone,4,28477,INR,0,113908,Retail,Cash,0,0,6,0.062,7062.3
TXN0000831,28-04-2024,India,Delhi,Delhi,CUST000138,Furniture,Snacks Pack,4,56401,INR,5,214323.8,Online,Cash,0,1,6,0.083,17788.88
TXN0000832,12-02-2023,India,Hyderabad,Hyderabad,CUST001892,Food,T-shirt,1,24988,INR,0,24988,Retail,Cash,1,1,2,0.18,4497.84
TXN0000833,12-08-2023,India,Hyderabad,Hyderabad,CUST001966,Toys,Smartphone,5,39911,INR,5,189577.25,Online,UPI,0,0,7,0.334,63318.8
TXN0000834,22-09-2022,India,Chennai,Chennai,CUST002559,Sports,Laptop,7,78185,INR,0,547295,Retail,Net Banking,0,0,11,0.072,39405.24
TXN0000835,11-09-2022,India,Delhi,Delhi,CUST000474,Toys,Tennis Racket,9,17104,INR,0,153936,Online,Cash,0,1,10,0.266,40946.98
TXN0000836,29-12-2024,India,Ahmedabad,Ahmedabad,CUST000497,Food,Smartphone,4,46096,INR,5,175164.8,Online,PayPal,0,1,3,0.202,35383.29
TXN0000837,27-09-2025,India,Ahmedabad,Ahmedabad,CUST000110,Toys,T-shirt,6,17077,INR,0,102462,Online,Net Banking,1,1,1,0.133,13627.45
TXN0000838,21-05-2025,India,Mumbai,Mumbai,CUST000802,Food,Smartphone,9,27572,INR,0,248148,Retail,Net Banking,0,1,3,0.145,35981.46
TXN0000839,02-09-2023,India,Delhi,Delhi,CUST000910,Toys,Smartphone,1,53791,INR,10,48411.9,Online,Cash,0,1,6,0.057,2759.48
TXN0000840,20-02-2025,India,Chennai,Chennai,CUST001498,Sports,Action Figure,1,80452,INR,20,64361.6,Online,Net Banking,0,0,7,0.26,16734.02
TXN0000841,21-06-2023,India,Mumbai,Mumbai,CUST001381,Furniture,Perfume,8,33479,INR,15,227657.2,Retail,Credit Card,0,1,10,0.08,18212.58
TXN0000842,29-05-2024,India,Hyderabad,Hyderabad,CUST001503,Toys,Sofa,9,30414,INR,20,218980.8,Online,Net Banking,0,1,11,0.06,13138.85
TXN0000843,04-07-2023,India,Delhi,Delhi,CUST002031,Sports,Action Figure,1,13244,INR,0,13244,Online,Net Banking,0,1,3,0.19,2516.36
TXN0000844,03-05-2025,India,Bengaluru,Bengaluru,CUST001318,Food,Tennis Racket,7,58070,INR,10,365841,Retail,Credit Card,0,1,13,0.193,70607.31
TXN0000845,27-09-2022,India,Jaipur,Jaipur,CUST002608,Electronics,Headphones,5,59391,INR,30,207868.5,Retail,Credit Card,0,1,10,0.246,51135.65
TXN0000846,17-02-2024,India,Pune,Pune,CUST000028,Electronics,Smartphone,8,14768,INR,10,106329.6,Retail,Debit Card,0,0,14,0.262,27858.36
TXN0000847,25-12-2024,India,Chennai,Chennai,CUST000376,Electronics,Microwave,6,10259,INR,0,61554,Online,Debit Card,0,0,12,0.203,12495.46
TXN0000848,18-07-2022,India,Lucknow,Lucknow,CUST000937,Food,Snacks Pack,4,42486,INR,5,161446.8,Wholesale,Cash,0,1,12,0.262,42299.06
TXN0000849,22-05-2022,India,Mumbai,Mumbai,CUST001260,Food,Perfume,3,92290,INR,5,263026.5,Online,PayPal,0,1,8,0.125,32878.31
TXN0000850,18-06-2025,India,Chennai,Chennai,CUST000488,Beauty,Perfume,3,40754,INR,5,116148.9,Online,UPI,0,0,3,0.093,10801.85
TXN0000851,17-05-2025,India,Lucknow,Lucknow,CUST001402,Toys,Microwave,1,93215,INR,10,83893.5,Retail,Net Banking,0,0,13,0.329,27600.96
TXN0000852,23-02-2025,India,Hyderabad,Hyderabad,CUST002636,Clothing,Tennis Racket,2,73359,INR,0,146718,Retail,Net Banking,0,1,6,0.162,23768.32
TXN0000853,13-07-2025,India,Ahmedabad,Ahmedabad,CUST002011,Beauty,Snacks Pack,9,76282,INR,0,686538,Online,UPI,0,1,14,0.077,52863.43
TXN0000854,21-12-2022,India,Jaipur,Jaipur,CUST002024,Sports,Snacks Pack,5,13899,INR,5,66020.25,Retail,Cash,0,1,11,0.298,19674.03
TXN0000855,27-03-2024,India,Chennai,Chennai,CUST000225,Electronics,Smartphone,7,13028,INR,30,63837.2,Online,Net Banking,0,0,2,0.234,14937.9
TXN0000856,25-06-2022,India,Hyderabad,Hyderabad,CUST001477,Toys,Microwave,4,42233,INR,0,168932,Retail,Debit Card,0,0,9,0.228,38516.5
TXN0000857,22-01-2023,India,Delhi,Delhi,CUST000052,Clothing,Snacks Pack,2,83947,INR,0,167894,Online,Net Banking,0,0,7,0.09,15110.46
TXN0000858,06-12-2024,India,Delhi,Delhi,CUST001384,Beauty,Microwave,5,42408,INR,5,201438,Online,Credit Card,0,0,8,0.277,55798.33
TXN0000859,26-07-2023,India,Hyderabad,Hyderabad,CUST002859,Furniture,Smartphone,9,47483,INR,0,427347,Retail,Net Banking,0,1,11,0.111,47435.52
TXN0000860,03-03-2024,India,Jaipur,Jaipur,CUST000732,Furniture,Microwave,9,85727,INR,0,771543,Online,Net Banking,0,1,12,0.063,48607.21
TXN0000861,25-09-2023,India,Bengaluru,Bengaluru,CUST002298,Furniture,Laptop,8,3460,INR,0,27680,Wholesale,Credit Card,1,0,11,0.098,2712.64
TXN0000862,16-06-2022,India,Chennai,Chennai,CUST002008,Electronics,Smartphone,5,45731,INR,10,205789.5,Online,Debit Card,0,0,2,0.26,53505.27
TXN0000863,12-07-2023,India,Jaipur,Jaipur,CUST001748,Clothing,Action Figure,7,73522,INR,5,488921.3,Retail,Credit Card,0,1,10,0.287,140320.41
TXN0000864,25-05-2025,India,Jaipur,Jaipur,CUST002472,Electronics,Action Figure,1,19359,INR,10,17423.1,Wholesale,PayPal,0,1,4,0.124,2160.46
TXN0000865,15-08-2025,India,Kolkata,Kolkata,CUST002090,Toys,Action Figure,4,1677,INR,10,6037.2,Retail,UPI,0,0,14,0.145,875.39
TXN0000866,07-03-2024,India,Jaipur,Jaipur,CUST001445,Furniture,Microwave,7,37165,INR,0,260155,Online,Debit Card,0,0,8,0.099,25755.34
TXN0000867,24-09-2025,India,Kolkata,Kolkata,CUST000980,Food,Microwave,3,39583,INR,0,118749,Online,Net Banking,0,0,12,0.186,22087.31
TXN0000868,31-01-2025,India,Kolkata,Kolkata,CUST001431,Electronics,Smartphone,4,36301,INR,0,145204,Retail,Credit Card,0,0,13,0.116,16843.66
TXN0000869,27-03-2022,India,Pune,Pune,CUST000323,Clothing,Sofa,1,32753,INR,5,31115.35,Online,PayPal,0,0,13,0.345,10734.8
TXN0000870,03-06-2025,India,Hyderabad,Hyderabad,CUST000325,Electronics,Smartphone,8,97686,INR,0,781488,Retail,PayPal,0,0,9,0.28,218816.64
TXN0000871,29-10-2023,India,Lucknow,Lucknow,CUST002383,Clothing,Sofa,2,97366,INR,25,146049,Online,Credit Card,0,1,14,0.229,33445.22
TXN0000872,03-01-2022,India,Pune,Pune,CUST000622,Sports,Tennis Racket,1,55460,INR,5,52687,Wholesale,Debit Card,0,1,14,0.266,14014.74
TXN0000873,03-04-2024,India,Lucknow,Lucknow,CUST000117,Food,Microwave,3,98302,INR,0,294906,Retail,PayPal,0,0,4,0.1,29490.6
TXN0000874,28-05-2024,India,Delhi,Delhi,CUST000581,Beauty,Tennis Racket,3,82553,INR,0,247659,Online,Credit Card,0,0,6,0.273,67610.91
TXN0000875,05-09-2025,India,Jaipur,Jaipur,CUST002146,Clothing,Smartphone,7,79421,INR,0,555947,Retail,UPI,0,0,5,0.154,85615.84
TXN0000876,28-02-2024,India,Hyderabad,Hyderabad,CUST002298,Clothing,Microwave,2,7715,INR,5,14658.5,Wholesale,Cash,0,1,6,0.191,2799.77
TXN0000877,13-11-2024,India,Jaipur,Jaipur,CUST001511,Furniture,Laptop,7,69090,INR,15,411085.5,Retail,Net Banking,0,0,12,0.316,129903.02
TXN0000878,09-06-2023,India,Mumbai,Mumbai,CUST000891,Toys,Perfume,1,21627,INR,15,18382.95,Retail,UPI,0,1,3,0.333,6121.52
TXN0000879,23-08-2024,India,Delhi,Delhi,CUST000186,Furniture,Perfume,4,77441,INR,10,278787.6,Retail,Credit Card,0,1,5,0.281,78339.32
TXN0000880,26-05-2025,India,Pune,Pune,CUST001767,Food,Smartphone,8,61579,INR,25,369474,Online,Cash,0,0,12,0.28,103452.72
TXN0000881,11-05-2023,India,Delhi,Delhi,CUST001838,Toys,Sofa,7,76980,INR,0,538860,Retail,Net Banking,0,0,12,0.273,147108.78
TXN0000882,14-11-2023,India,Hyderabad,Hyderabad,CUST000431,Sports,Headphones,5,96250,INR,0,481250,Online,UPI,0,1,11,0.238,114537.5
TXN0000883,11-05-2024,India,Delhi,Delhi,CUST001809,Sports,Action Figure,7,36740,INR,0,257180,Retail,Debit Card,0,1,7,0.109,28032.62
TXN0000884,13-08-2023,India,Lucknow,Lucknow,CUST001417,Toys,Sofa,9,56168,INR,10,454960.8,Online,Net Banking,0,1,4,0.227,103276.1
TXN0000885,30-01-2025,India,Kolkata,Kolkata,CUST000836,Electronics,T-shirt,1,99909,INR,15,84922.65,Online,Debit Card,0,1,5,0.067,5689.82
TXN0000886,30-01-2022,India,Hyderabad,Hyderabad,CUST002782,Toys,Action Figure,2,76118,INR,0,152236,Online,Net Banking,0,1,6,0.059,8981.92
TXN0000887,12-04-2023,India,Pune,Pune,CUST001776,Beauty,Headphones,1,15102,INR,15,12836.7,Retail,Credit Card,0,1,13,0.301,3863.85
TXN0000888,22-07-2022,India,Mumbai,Mumbai,CUST001310,Beauty,Smartphone,5,75169,INR,10,338260.5,Retail,PayPal,0,0,9,0.212,71711.23
TXN0000889,25-12-2023,India,Delhi,Delhi,CUST001887,Toys,Microwave,3,1858,INR,5,5295.3,Online,UPI,0,1,9,0.055,291.24
TXN0000890,02-06-2022,India,Delhi,Delhi,CUST000193,Food,Action Figure,1,34812,INR,5,33071.4,Wholesale,Net Banking,0,0,13,0.132,4365.42
TXN0000891,09-11-2023,India,Mumbai,Mumbai,CUST001435,Beauty,Snacks Pack,1,87589,INR,10,78830.1,Wholesale,Debit Card,1,1,9,0.255,20101.68
TXN0000892,12-02-2022,India,Bengaluru,Bengaluru,CUST002242,Electronics,T-shirt,7,18039,INR,30,88391.1,Online,Net Banking,0,1,1,0.332,29345.85
TXN0000893,18-02-2023,India,Hyderabad,Hyderabad,CUST001064,Furniture,Microwave,2,61658,INR,0,123316,Retail,Net Banking,0,1,3,0.303,37364.75
TXN0000894,19-03-2023,India,Jaipur,Jaipur,CUST000317,Sports,Snacks Pack,9,49038,INR,0,441342,Online,Net Banking,0,1,2,0.184,81206.93
TXN0000895,31-05-2022,India,Bengaluru,Bengaluru,CUST000377,Food,Microwave,7,67238,INR,10,423599.4,Online,Credit Card,0,1,6,0.136,57609.52
TXN0000896,03-12-2024,India,Bengaluru,Bengaluru,CUST002345,Beauty,Sofa,1,19037,INR,0,19037,Retail,PayPal,0,0,9,0.143,2722.29
TXN0000897,04-07-2025,India,Delhi,Delhi,CUST001624,Toys,Smartphone,1,8867,INR,20,7093.6,Online,PayPal,0,1,2,0.27,1915.27
TXN0000898,31-01-2025,India,Delhi,Delhi,CUST002516,Sports,Action Figure,4,66505,INR,30,186214,Retail,PayPal,0,1,14,0.291,54188.27
TXN0000899,09-04-2024,India,Pune,Pune,CUST001194,Food,Tennis Racket,3,34193,INR,10,92321.1,Retail,PayPal,0,1,7,0.16,14771.38
TXN0000900,16-05-2025,India,Chennai,Chennai,CUST000190,Food,Sofa,6,23071,INR,0,138426,Online,UPI,0,0,1,0.237,32806.96
TXN0000901,18-04-2022,India,Hyderabad,Hyderabad,CUST001143,Clothing,Sofa,8,52043,INR,0,416344,Online,PayPal,0,0,10,0.274,114078.26
TXN0000902,25-11-2022,India,Ahmedabad,Ahmedabad,CUST002640,Clothing,Snacks Pack,7,42269,INR,0,295883,Online,PayPal,0,0,14,0.304,89948.43
TXN0000903,19-09-2025,India,Kolkata,Kolkata,CUST002665,Food,Smartphone,1,4347,INR,0,4347,Retail,Cash,0,1,12,0.242,1051.97
TXN0000904,07-12-2023,India,Bengaluru,Bengaluru,CUST002598,Sports,Sofa,6,71686,INR,5,408610.2,Retail,Net Banking,0,1,10,0.309,126260.55
TXN0000905,25-09-2023,India,Delhi,Delhi,CUST002225,Clothing,Snacks Pack,9,85626,INR,10,693570.6,Online,Net Banking,1,0,10,0.134,92938.46
TXN0000906,07-08-2024,India,Hyderabad,Hyderabad,CUST001770,Beauty,Action Figure,9,92779,INR,0,835011,Retail,Credit Card,0,1,4,0.26,217102.86
TXN0000907,20-08-2023,India,Ahmedabad,Ahmedabad,CUST000747,Food,Smartphone,2,70969,INR,5,134841.1,Online,Debit Card,0,1,12,0.171,23057.83
TXN0000908,02-03-2023,India,Lucknow,Lucknow,CUST001769,Clothing,Sofa,8,85747,INR,10,617378.4,Wholesale,Cash,1,0,1,0.329,203117.49
TXN0000909,25-06-2024,India,Chennai,Chennai,CUST002962,Beauty,Microwave,4,90153,INR,5,342581.4,Retail,Cash,0,0,1,0.116,39739.44
TXN0000910,21-08-2022,India,Delhi,Delhi,CUST002782,Furniture,Microwave,3,5706,INR,15,14550.3,Online,Cash,0,1,10,0.286,4161.39
TXN0000911,27-03-2023,India,Bengaluru,Bengaluru,CUST000485,Toys,Tennis Racket,7,75808,INR,10,477590.4,Retail,Credit Card,0,0,7,0.329,157127.24
TXN0000912,25-01-2024,India,Bengaluru,Bengaluru,CUST001381,Furniture,Snacks Pack,5,15447,INR,10,69511.5,Online,Cash,0,1,13,0.255,17725.43
TXN0000913,14-07-2025,India,Jaipur,Jaipur,CUST000651,Sports,Smartphone,6,20322,INR,10,109738.8,Online,PayPal,0,1,10,0.287,31495.04
TXN0000914,31-05-2023,India,Lucknow,Lucknow,CUST002052,Toys,Tennis Racket,4,75170,INR,0,300680,Online,Debit Card,1,1,5,0.316,95014.88
TXN0000915,14-08-2023,India,Chennai,Chennai,CUST002405,Food,Smartphone,9,42749,INR,10,346266.9,Retail,UPI,0,1,8,0.143,49516.17
TXN0000916,29-04-2023,India,Hyderabad,Hyderabad,CUST002109,Electronics,Laptop,3,91116,INR,10,246013.2,Online,Cash,0,0,12,0.087,21403.15
TXN0000917,20-03-2022,India,Jaipur,Jaipur,CUST000124,Beauty,Action Figure,5,44534,INR,5,211536.5,Retail,PayPal,0,1,2,0.331,70018.58
TXN0000918,20-11-2023,India,Lucknow,Lucknow,CUST001907,Sports,Headphones,2,75690,INR,10,136242,Online,Net Banking,0,0,6,0.061,8310.76
TXN0000919,19-06-2025,India,Ahmedabad,Ahmedabad,CUST001841,Sports,Action Figure,4,77692,INR,30,217537.6,Online,Debit Card,1,1,9,0.195,42419.83
TXN0000920,10-02-2023,India,Jaipur,Jaipur,CUST000623,Toys,Action Figure,7,17019,INR,5,113176.35,Online,Debit Card,0,0,3,0.147,16636.92
TXN0000921,24-06-2024,India,Hyderabad,Hyderabad,CUST001308,Sports,Perfume,5,15498,INR,0,77490,Online,Cash,0,1,6,0.216,16737.84
TXN0000922,03-10-2022,India,Delhi,Delhi,CUST001242,Food,Tennis Racket,6,99090,INR,5,564813,Online,Net Banking,0,1,14,0.347,195990.11
TXN0000923,27-06-2022,India,Kolkata,Kolkata,CUST000193,Clothing,Sofa,5,20256,INR,0,101280,Retail,Debit Card,0,1,9,0.064,6481.92
TXN0000924,02-11-2023,India,Lucknow,Lucknow,CUST001798,Furniture,Snacks Pack,7,39624,INR,15,235762.8,Online,Credit Card,0,1,3,0.281,66249.35
TXN0000925,22-03-2024,India,Bengaluru,Bengaluru,CUST002977,Clothing,Laptop,9,9029,INR,0,81261,Retail,Cash,1,1,5,0.057,4631.88
TXN0000926,26-09-2024,India,Bengaluru,Bengaluru,CUST002479,Beauty,Microwave,7,17271,INR,30,84627.9,Retail,Net Banking,0,0,6,0.128,10832.37
TXN0000927,14-09-2024,India,Lucknow,Lucknow,CUST002200,Food,Sofa,3,17256,INR,0,51768,Wholesale,PayPal,0,0,1,0.262,13563.22
TXN0000928,27-11-2022,India,Mumbai,Mumbai,CUST001058,Sports,Tennis Racket,7,90447,INR,0,633129,Online,UPI,0,0,8,0.132,83573.03
TXN0000929,07-07-2023,India,Chennai,Chennai,CUST002120,Furniture,Sofa,3,47623,INR,0,142869,Online,Debit Card,0,0,10,0.233,33288.48
TXN0000930,17-07-2025,India,Pune,Pune,CUST000016,Beauty,Perfume,4,73182,INR,5,278091.6,Online,UPI,0,0,3,0.34,94551.14
TXN0000931,23-06-2022,India,Bengaluru,Bengaluru,CUST001104,Toys,Action Figure,6,81697,INR,5,465672.9,Retail,Net Banking,0,1,14,0.312,145289.94
